NVars,NUpperRun,MeanFPA,MeanMAV,MeanCheck,StdDevFPA,StdDevMAV,StdDevCheck,MaxFPA,MaxMAV,MaxCheck,MinFPA,MinMAV,MinCheck
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
